SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density,HorizontalSecci,Surge,MeanDepth
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.0233,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.0083,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0117,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"opaleye, adult",Girella nigricans,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0.0017,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0.005,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"senorita, adult",Oxyjulis californica,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.005,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1992-09-16,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0,11,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0.0033,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0.0267,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.0033,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.0017,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0.0017,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0083,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0.0433,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"opaleye, adult",Girella nigricans,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0.0033,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0.01,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.04,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0.0833,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1993-09-14,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0,9,20,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.01,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.0017,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0017,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"opaleye, adult",Girella nigricans,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0.0033,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.0017,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.0033,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1994-09-27,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0.0017,7.4,28,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0.0117,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.0067,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.005,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0.0067,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"opaleye, adult",Girella nigricans,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0.0067,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.1017,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0.0017,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1995-09-28,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0.0017,10,40,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0.0017,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0.0033,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.005,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"California sheephead, juvenile",Semicossyphus pulcher,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0.0017,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0033,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"opaleye, adult",Girella nigricans,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0.0017,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0.0017,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.0017,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,1996-09-18,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0,6.6,18,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0.01,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0.0033,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.0033,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"California sheephead, juvenile",Semicossyphus pulcher,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0.0033,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"opaleye, adult",Girella nigricans,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"rock wrasse, female",Halichoeres semicinctus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"rock wrasse, male",Halichoeres semicinctus,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"senorita, adult",Oxyjulis californica,Outside,FALSE,0.0267,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"senorita, juvenile",Oxyjulis californica,Outside,FALSE,0.0083,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"striped surfperch, adult",Embiotoca lateralis,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,1997-09-24,"striped surfperch, juvenile",Embiotoca lateralis,Outside,FALSE,0,5.4,50,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"black surfperch, adult",Embiotoca jacksoni,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"black surfperch, juvenile",Embiotoca jacksoni,Outside,FALSE,0.0183,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"blacksmith, adult",Chromis punctipinnis,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"blacksmith, juvenile",Chromis punctipinnis,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"blue rockfish, adult",Sebastes mystinus,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"blue rockfish, juvenile",Sebastes mystinus,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"California sheephead, female",Semicossyphus pulcher,Outside,FALSE,0.0017,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"California sheephead, juvenile",Semicossyphus pulcher,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"California sheephead, male",Semicossyphus pulcher,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"garibaldi, adult",Hypsypops rubicundus,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"garibaldi, juvenile",Hypsypops rubicundus,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"kelp bass, adult",Paralabrax clathratus,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"kelp bass, juvenile",Paralabrax clathratus,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"kelp rockfish, adult",Sebastes atrovirens,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"olive rockfish, adult",Sebastes serranoides,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"olive rockfish, juvenile",Sebastes serranoides,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"opaleye, adult",Girella nigricans,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"opaleye, juvenile",Girella nigricans,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"pile perch, adult",Rhacochilus vacca,Outside,FALSE,0,12.5,10,43.27
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,1998-09-15,"pile perch, juvenile",Rhacochilus vacca,Outside,FALSE,0.0033,12.5,10,43.27
